Fri Oct 17 11:15:34 2025    profiling\profile.bin

         8254009 function calls (8246265 primitive calls) in 19.679 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1774(_parse_hextet)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
        2    0.000    0.000    0.000    0.000 typing.py:415(decorator)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:654(_calc_mode)
        1    0.000    0.000    0.000    0.000 _common.py:80(_)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 surfarray.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:522(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 _globals.py:66(_CopyMode)
        7    0.000    0.000    0.000    0.000 enum.py:1456(<lambda>)
      6/1    0.000    0.000    0.000    0.000 typing.py:2078(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3901(Format)
        1    0.000    0.000    0.000    0.000 __init__.py:61(Sectioned)
      106    0.000    0.000    0.000    0.000 dataclasses.py:591(_init_param)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       14    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       16    0.000    0.000    0.000    0.000 pkgutil.py:212(get_importer)
        1    0.000    0.000    0.000    0.000 colordict.py:1(<module>)
      145    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _elffile.py:33(EMachine)
        1    0.000    0.000    0.000    0.000 __init__.py:1137(Environment)
      248    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
        1    0.000    0.000    0.000    0.000 types.py:1909(PaymentCardBrand)
        1    0.000    0.000    0.000    0.000 readers.py:23(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 requirements.py:1(<module>)
      149    0.000    0.000    0.000    0.000 typing.py:1802(_value_and_type_iter)
       52    0.000    0.000    0.000    0.000 __init__.py:102(section_pairs)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1697(_guarded_repr_or_str)
        1    0.000    0.000    0.000    0.000 recipes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _docs_extraction.py:1(<module>)
      191    0.000    0.000    0.000    0.000 dataclasses.py:699(_is_initvar)
        1    0.000    0.000    0.000    0.000 api.py:15(PlatformDirsABC)
      109    0.000    0.000    0.000    0.000 __init__.py:17(set_module)
        9    0.000    0.000    0.000    0.000 overrides.py:29(finalize_array_function_like)
      395    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 numerictypes.py:626(_register_types)
        1    0.000    0.000    0.000    0.000 _schema_gather.py:192(gather_schemas_for_cleaning)
        4    0.000    0.000    0.000    0.000 _typing_extra.py:413(eval_type_backport)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _generate_schema.py:260(_extract_json_schema_info_from_field_info)
      266    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
       14    0.000    0.000    0.000    0.000 inspect.py:1779(_check_class)
    15/11    0.000    0.000    0.000    0.000 _generate_schema.py:2626(_extract_get_pydantic_json_schema)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        2    0.000    0.000    0.000    0.000 __init__.py:1660(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method nt.readlink}
        1    0.000    0.000    0.000    0.000 _decorators.py:237(build)
      108    0.000    0.000    0.000    0.000 dataclasses.py:519(_field_assign)
        8    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
       70    0.000    0.000    0.000    0.000 inspect.py:758(getmro)
       16    0.000    0.000    0.000    0.000 __init__.py:2665(_is_egg_path)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
      181    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
       36    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        4    0.000    0.000    0.000    0.000 _typing_extra.py:459(_eval_type_backport)
        1    0.000    0.000    0.000    0.000 __init__.py:282(Timezone)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
       13    0.000    0.000    0.000    0.000 enum.py:936(_check_for_existing_members_)
       60    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
       77    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 functools.py:887(<lambda>)
        6    0.000    0.000    0.000    0.000 cursors.py:57(__init__)
        1    0.000    0.000    0.000    0.000 _import_utils.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:3653(<genexpr>)
      137    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:323(GenerateSchema)
        1    0.000    0.000    0.000    0.000 typing.py:731(Final)
      306    0.000    0.000    0.000    0.000 enum.py:1217(__init__)
        4    0.000    0.000    0.000    0.000 _typing_extra.py:489(_eval_type)
       26    0.000    0.000    0.000    0.000 <frozen ntpath>:343(expanduser)
      265    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
       55    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       22    0.000    0.000    0.000    0.000 <frozen codecs>:312(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:374(_compile_template)
       13    0.000    0.000    0.000    0.000 _generate_schema.py:870(_generate_schema_from_get_schema_method)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decorators.py:694(ensure_classmethod_based_on_signature)
      153    0.000    0.000    0.000    0.000 _compiler.py:431(_get_iscased)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:233(_SpecialForm)
        2    0.000    0.000    0.000    0.000 {built-in method nt._path_isfile}
        1    0.000    0.000    0.000    0.000 _linalg.py:102(EigResult)
       30    0.000    0.000    0.000    0.000 enum.py:199(__get__)
        9    0.000    0.000    0.000    0.000 contextlib.py:136(__enter__)
      115    0.000    0.000    0.000    0.000 dataclasses.py:288(__init__)
       51    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 __init__.py:243(MinLen)
        3    0.000    0.000    0.000    0.000 <frozen os>:811(getenv)
        1    0.000    0.000    0.000    0.000 __init__.py:2903(Distribution)
      129    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       10    0.000    0.000    0.000    0.000 inspect.py:422(_has_coroutine_mark)
      129    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        3    0.000    0.000    0.000    0.000 typing.py:1047(_evaluate)
      129    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       70    0.000    0.000    0.000    0.000 _strptime.py:33(_findall)
       68    0.000    0.000    0.000    0.000 contextlib.py:450(__exit__)
      129    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      129    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        2    0.000    0.000    0.000    0.000 _core_utils.py:67(get_type_ref)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 __init__.py:457(__getattr__)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
     21/1    0.000    0.000    0.000    0.000 _schema_gather.py:90(traverse_schema)
        1    0.000    0.000    0.000    0.000 decoder.py:340(decode)
       18    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
        7    0.000    0.000    0.000    0.000 inspect.py:3110(replace)
        1    0.000    0.000    0.000    0.000 subprocess.py:759(Popen)
        1    0.000    0.000    0.000    0.000 __init__.py:716(FastPath)
        4    0.000    0.000    0.000    0.000 {built-in method pydantic_core._pydantic_core.to_jsonable_python}
        2    0.000    0.000    0.000    0.000 __init__.py:123(joinuser)
       19    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        1    0.000    0.000    0.000    0.000 _elffile.py:28(EIData)
        5    0.000    0.000    0.000    0.000 warnings.py:188(_add_filter)
        3    0.000    0.000    0.000    0.000 functools.py:844(dispatch)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
        1    0.000    0.000    0.000    0.000 _schema_gather.py:69(traverse_definition_ref)
        1    0.000    0.000    0.000    0.000 __init__.py:622(WorkingSet)
        1    0.000    0.000    0.000    0.000 _elffile.py:23(EIClass)
       50    0.000    0.000    0.000    0.000 _add_newdocs.py:6629(refer_to_array_attribute)
       54    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       17    0.000    0.000    0.000    0.000 dataclasses.py:1199(_get_slots)
        2    0.000    0.000    0.000    0.000 __init__.py:427(<genexpr>)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
       16    0.000    0.000    0.000    0.000 typing.py:2258(__getattr__)
        1    0.000    0.000    0.000    0.000 tarfile.py:869(TarInfo)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 introspection.py:346(_UnknownTypeEnum)
        1    0.000    0.000    0.000    0.000 __init__.py:322(Predicate)
       27    0.000    0.000    0.000    0.000 <frozen os>:780(check_str)
      143    0.000    0.000    0.000    0.000 numeric.py:1215(_roll_dispatcher)
        1    0.000    0.000    0.000    0.000 _decorators.py:710(_is_classmethod_from_sig)
       70    0.000    0.000    0.000    0.000 <frozen posixpath>:42(_get_sep)
        1    0.000    0.000    0.000    0.000 fractions.py:179(Fraction)
       27    0.000    0.000    0.000    0.000 core_schema.py:4222(_dict_not_none)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
      143    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
      104    0.000    0.000    0.000    0.000 typing.py:1807(__eq__)
       43    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       45    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 core_schema.py:1159(TimedeltaSchema)
       24    0.000    0.000    0.000    0.000 numerictypes.py:594(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 __init__.py:229(MultipleOf)
        3    0.000    0.000    0.000    0.000 _local.py:245(_from_parsed_parts)
      205    0.000    0.000    0.000    0.000 dataclasses.py:705(_is_kw_only)
       22    0.000    0.000    0.000    0.000 inspect.py:1805(_shadowed_dict)
       10    0.000    0.000    0.000    0.000 _typing_extra.py:175(is_namedtuple)
       13    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        1    0.000    0.000    0.000    0.000 _signature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 __init__.py:189(get_supported_platform)
       73    0.000    0.000    0.000    0.000 inspect.py:3089(<genexpr>)
      202    0.000    0.000    0.000    0.000 version.py:537(<lambda>)
        1    0.000    0.000    0.000    0.000 sndarray.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
       30    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
      153    0.000    0.000    0.000    0.000 dataclasses.py:411(<genexpr>)
      136    0.000    0.000    0.000    0.000 version.py:267(epoch)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
      138    0.000    0.000    0.000    0.000 version.py:309(post)
        2    0.000    0.000    0.000    0.000 _parser.py:997(parse_template)
       21    0.000    0.000    0.000    0.000 dataclasses.py:416(_tuple_str)
        1    0.000    0.000    0.000    0.000 _linalg.py:118(SVDResult)
       77    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
       11    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
       24    0.000    0.000    0.000    0.000 __init__.py:252(_subst_vars)
       58    0.000    0.000    0.000    0.000 dataclasses.py:673(<genexpr>)
        1    0.000    0.000    0.000    0.000 decoder.py:351(raw_decode)
        1    0.000    0.000    0.000    0.000 multiarray.py:81(_override___module__)
      153    0.000    0.000    0.000    0.000 dataclasses.py:1172(<genexpr>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:99(FieldInfo)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1331(is_dataclass)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:971(clear)
        6    0.000    0.000    0.000    0.000 typing.py:1754(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:2138(_proto_hook)
